station,longitude,latitude,year,month,date,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风向_10m_度,风速_50m_ms,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,UVA辐射_kWhm2day,UVB辐射_kWhm2day,紫外线指数,短波辐射_晴空_kWhm2day,长波辐射_晴空_kWhm2day,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,高温指数_℃,风寒指数_℃
Nanning,108.37,22.82,2015,3,2015-03,20.23,36.22,7.75,11.54,15.28,21.49,99.49,4.18,10.06,113.6,5.55,75.6,11.33,1.2,9.02,34.73,4.37,0.59,0.02,0.93,19.52,31.73,87.87,0.34,1.66,0.54,0.54,0.52,20.28,
Nanning,108.37,22.82,2015,4,2015-04,24.35,40.93,11.58,13.18,16.24,25.68,99.18,4.58,10.16,150.3,6.2,64.54,12.09,1.09,16.3,34.29,7.58,0.97,0.03,1.53,22.86,32.66,60.42,0.2,1.81,0.5,0.5,0.47,24.53,
Nanning,108.37,22.82,2015,5,2015-05,27.98,37.94,18.52,9.51,23.21,28.78,98.53,3.83,10.49,162.4,5.41,77.43,18.28,5.07,15.72,37.31,7.64,1.04,0.03,1.69,24.91,36.06,77.79,1.24,2.7,0.55,0.54,0.56,31.66,
Nanning,108.37,22.82,2015,6,2015-06,28.09,35.8,22.25,6.95,25.23,28.14,98.4,3.93,10.28,170.9,5.92,85.43,20.56,5.58,18.02,37.37,8.76,1.2,0.03,1.99,26.46,36.51,76.4,4.69,4.33,0.66,0.65,0.7,33.23,
Nanning,108.37,22.82,2015,7,2015-07,27.63,36.61,20.06,7.39,23.84,27.92,98.31,3.32,9.25,104.9,4.87,81.39,19.0,8.98,15.04,37.19,7.48,1.08,0.03,1.85,25.72,36.1,88.4,3.82,4.13,0.65,0.63,0.67,31.38,
Nanning,108.37,22.82,2015,8,2015-08,27.13,33.5,21.97,6.88,24.38,27.04,98.57,2.69,6.92,128.9,4.15,85.74,19.54,7.12,17.69,36.83,8.55,1.15,0.03,1.97,24.57,35.92,80.79,5.02,4.79,0.81,0.79,0.84,30.63,
Nanning,108.37,22.82,2015,9,2015-09,25.85,31.99,18.56,6.85,23.67,25.89,98.92,2.99,6.19,96.8,4.67,88.36,18.7,6.22,13.78,36.98,6.76,0.94,0.03,1.56,22.61,35.7,82.1,3.94,4.58,0.87,0.84,0.87,26.8,
Nanning,108.37,22.82,2015,10,2015-10,22.56,31.07,14.67,9.16,18.95,22.29,99.44,3.11,15.33,34.3,4.65,81.2,13.99,2.39,14.52,34.17,6.86,0.95,0.03,1.51,19.64,32.95,54.32,4.39,4.25,0.78,0.76,0.8,22.99,
Nanning,108.37,22.82,2015,11,2015-11,19.67,29.84,7.14,8.08,17.33,19.84,99.66,3.36,9.38,87.7,5.1,87.0,12.96,4.95,9.72,34.23,4.81,0.73,0.02,1.13,16.97,31.95,80.49,2.37,2.94,0.75,0.73,0.78,,
Nanning,108.37,22.82,2015,12,2015-12,12.69,25.93,3.96,8.52,10.06,12.81,100.12,3.8,8.42,35.4,5.62,84.92,7.99,3.82,6.86,31.33,3.39,0.52,0.01,0.74,14.84,27.94,87.3,0.86,2.13,0.8,0.77,0.82,,
Nanning,108.37,22.82,2016,1,2016-01,11.54,24.68,-1.2,8.67,9.11,11.79,100.0,3.76,10.16,43.1,5.26,85.61,7.62,3.95,6.97,30.95,3.48,0.54,0.01,0.77,16.0,27.52,86.42,0.57,1.95,0.81,0.78,0.82,,
Nanning,108.37,22.82,2016,2,2016-02,11.59,27.96,0.68,11.64,7.13,11.61,100.2,4.21,9.83,35.0,6.06,75.93,6.57,0.52,10.93,29.29,5.04,0.69,0.02,1.08,18.71,26.2,66.53,0.83,2.71,0.79,0.77,0.8,,
Nanning,108.37,22.82,2016,3,2016-03,17.88,30.6,4.81,10.66,14.25,18.44,99.54,3.92,10.78,113.4,5.57,80.7,10.65,1.25,9.8,33.38,4.6,0.59,0.02,0.95,19.15,30.26,85.78,1.27,2.55,0.68,0.67,0.7,,
Nanning,108.37,22.82,2016,4,2016-04,24.44,35.29,14.35,10.23,20.65,24.99,98.84,3.66,11.03,158.6,5.3,81.33,15.58,4.09,13.57,36.1,6.28,0.76,0.02,1.26,20.74,34.25,74.36,2.34,3.29,0.65,0.63,0.66,25.06,
Nanning,108.37,22.82,2016,5,2016-05,25.86,35.37,15.55,8.6,22.33,26.15,98.73,3.85,9.77,153.2,5.68,82.4,17.4,6.19,17.06,36.41,8.15,1.09,0.03,1.88,24.98,35.11,75.04,3.58,3.95,0.66,0.65,0.7,26.65,
Nanning,108.37,22.82,2016,6,2016-06,27.53,33.29,20.31,6.66,25.25,27.56,98.52,3.1,7.7,175.6,4.82,88.04,20.59,9.82,18.22,37.31,8.81,1.21,0.04,2.13,26.57,36.32,82.09,4.1,4.86,0.86,0.83,0.86,32.02,
Nanning,108.37,22.82,2016,7,2016-07,27.57,33.73,22.58,5.61,25.58,27.49,98.48,3.32,7.17,167.8,5.13,89.41,20.99,4.65,17.8,37.15,8.75,1.2,0.04,2.14,26.62,36.26,78.72,3.71,3.89,0.83,0.81,0.84,32.33,
Nanning,108.37,22.82,2016,8,2016-08,27.45,33.68,20.56,6.41,24.86,27.31,98.23,2.82,10.72,53.0,4.35,86.39,20.22,11.07,16.71,37.42,8.11,1.11,0.03,1.94,24.28,36.4,84.83,3.65,4.64,0.9,0.87,0.9,31.57,
Nanning,108.37,22.82,2016,9,2016-09,25.74,33.27,17.94,7.99,22.67,25.61,98.78,2.83,7.09,32.2,4.46,84.04,17.64,3.42,16.95,36.15,8.07,1.09,0.03,1.83,22.79,35.15,68.26,4.83,5.14,0.87,0.84,0.86,26.56,
Nanning,108.37,22.82,2016,10,2016-10,23.72,31.59,12.98,9.22,20.09,23.71,99.13,3.64,10.57,42.2,5.55,81.23,15.08,3.9,16.0,34.85,7.52,1.02,0.03,1.66,20.14,33.77,51.87,5.0,4.27,0.7,0.68,0.73,24.27,
Nanning,108.37,22.82,2016,11,2016-11,18.05,29.55,5.6,9.84,14.53,18.26,99.72,3.95,10.33,51.9,5.86,81.01,11.16,1.76,10.65,32.71,5.11,0.73,0.02,1.18,17.24,30.6,63.59,2.69,2.88,0.66,0.65,0.68,,
Nanning,108.37,22.82,2016,12,2016-12,15.54,28.12,4.47,12.1,9.75,15.77,99.93,3.97,10.04,50.6,5.95,71.1,8.01,0.3,11.53,30.1,5.23,0.69,0.02,1.01,15.51,28.05,56.43,0.88,1.7,0.58,0.58,0.57,,
Nanning,108.37,22.82,2017,1,2017-01,15.11,28.16,5.05,10.76,10.75,15.6,99.91,3.55,8.8,56.1,5.12,77.02,8.32,2.54,9.79,31.47,4.68,0.69,0.02,1.12,16.44,28.54,73.09,0.65,1.59,0.6,0.59,0.6,,
Nanning,108.37,22.82,2017,2,2017-02,15.63,30.91,3.84,12.58,9.52,16.58,99.92,4.2,9.98,77.8,5.93,69.74,7.9,0.52,10.87,31.75,5.16,0.75,0.02,1.21,19.06,28.14,74.38,0.48,1.67,0.57,0.56,0.55,,
Nanning,108.37,22.82,2017,3,2017-03,19.82,35.11,10.09,11.32,14.98,20.84,99.4,4.44,10.57,108.8,6.04,76.06,11.12,4.41,8.83,34.7,4.41,0.64,0.02,1.07,20.69,31.42,88.25,0.69,2.08,0.57,0.56,0.57,,
Nanning,108.37,22.82,2017,4,2017-04,23.24,37.99,9.56,11.79,17.5,24.14,99.09,4.31,10.81,154.1,6.03,72.59,13.0,1.12,13.86,35.24,6.63,0.87,0.02,1.43,23.41,32.92,77.97,1.47,2.83,0.58,0.58,0.57,23.51,
Nanning,108.37,22.82,2017,5,2017-05,25.64,37.25,16.71,10.05,20.88,26.08,98.91,3.27,7.93,120.8,4.74,76.99,15.86,7.54,17.06,36.19,8.21,1.12,0.03,1.87,25.28,34.64,77.99,4.16,4.52,0.65,0.63,0.68,26.27,
Nanning,108.37,22.82,2017,6,2017-06,27.33,35.71,21.24,6.64,24.91,27.41,98.42,3.16,6.78,160.9,4.87,87.45,20.21,6.88,14.94,37.48,7.43,1.04,0.03,1.8,26.05,36.38,94.34,3.62,3.75,0.7,0.68,0.74,31.37,
Nanning,108.37,22.82,2017,7,2017-07,27.46,33.9,23.62,5.79,25.2,27.36,98.5,2.86,6.52,151.6,4.41,88.05,20.5,10.26,16.29,37.26,8.09,1.16,0.03,2.04,26.14,36.21,89.4,3.46,4.43,0.9,0.87,0.89,31.82,
Nanning,108.37,22.82,2017,8,2017-08,27.34,34.2,23.07,5.65,25.43,27.21,98.45,2.85,9.11,168.1,4.45,89.76,20.82,9.72,16.97,37.13,8.36,1.17,0.04,2.12,25.47,36.21,84.73,2.9,3.93,0.93,0.89,0.9,31.69,
Nanning,108.37,22.82,2017,9,2017-09,27.21,32.93,21.63,6.77,24.92,27.22,98.82,2.54,7.17,132.5,4.04,87.87,20.11,3.81,17.19,37.02,8.41,1.19,0.03,2.05,23.25,36.05,77.35,4.05,4.78,0.91,0.88,0.89,31.09,
Nanning,108.37,22.82,2017,10,2017-10,22.06,30.93,10.66,8.02,19.11,21.95,99.41,3.59,10.64,37.1,5.48,84.13,14.43,4.95,14.98,34.19,7.19,1.02,0.03,1.61,20.03,32.77,66.15,3.35,4.26,0.86,0.83,0.86,22.52,
Nanning,108.37,22.82,2017,11,2017-11,17.81,29.64,7.64,8.8,14.64,17.79,99.72,3.58,8.22,35.6,5.34,82.67,10.94,2.0,8.51,33.05,4.23,0.64,0.02,1.0,16.47,30.65,81.39,2.4,2.98,0.75,0.73,0.77,,
Nanning,108.37,22.82,2017,12,2017-12,12.5,21.31,0.95,9.92,7.63,12.42,100.14,3.74,10.16,33.2,5.73,74.63,6.78,1.53,9.31,29.55,4.3,0.6,0.01,0.87,14.76,26.9,70.05,1.28,2.12,0.69,0.68,0.72,,
Nanning,108.37,22.82,2018,1,2018-01,12.64,25.54,0.75,10.16,8.76,12.96,99.77,3.99,10.63,61.6,5.66,78.89,7.68,1.53,8.0,31.52,3.95,0.62,0.02,0.95,16.56,27.74,86.5,0.86,1.9,0.68,0.66,0.71,,
Nanning,108.37,22.82,2018,2,2018-02,13.88,29.36,-0.53,11.9,8.25,14.63,99.86,4.0,9.05,72.0,5.82,71.48,7.63,0.41,9.32,31.48,4.51,0.69,0.02,1.09,18.54,27.58,86.58,0.61,1.8,0.61,0.6,0.6,,
Nanning,108.37,22.82,2018,3,2018-03,20.5,34.11,6.23,12.79,14.94,21.43,99.39,4.08,10.46,153.4,5.78,73.38,11.17,2.4,13.48,33.33,6.33,0.86,0.02,1.36,21.46,30.71,68.06,0.84,2.32,0.58,0.57,0.57,20.52,
Nanning,108.37,22.82,2018,4,2018-04,23.36,35.32,10.18,11.71,16.91,24.41,99.18,4.36,12.18,148.7,5.97,70.12,12.67,2.25,13.9,34.67,6.68,0.89,0.02,1.42,23.56,32.62,74.98,0.8,2.44,0.55,0.55,0.53,23.58,
Nanning,108.37,22.82,2018,5,2018-05,26.97,34.96,20.92,8.59,23.21,27.28,98.79,3.74,7.94,171.4,5.55,81.52,18.15,5.82,18.2,36.73,8.88,1.22,0.03,1.98,26.19,35.41,74.41,3.62,3.98,0.63,0.62,0.66,29.82,
Nanning,108.37,22.82,2018,6,2018-06,27.72,34.17,21.76,7.12,24.59,27.91,98.33,3.26,6.73,145.9,4.87,84.06,19.82,8.29,16.2,37.56,7.98,1.1,0.03,1.87,25.97,36.34,87.8,5.5,4.94,0.67,0.66,0.72,31.98,
Nanning,108.37,22.82,2018,7,2018-07,27.67,34.35,23.47,6.08,25.26,27.64,98.18,3.17,7.16,123.0,4.85,87.45,20.66,10.27,15.66,37.46,7.81,1.12,0.03,1.9,26.35,36.32,90.1,4.98,4.72,0.76,0.74,0.8,32.34,
Nanning,108.37,22.82,2018,8,2018-08,27.63,33.75,23.59,6.42,25.14,27.52,98.15,2.52,7.18,53.4,3.99,86.94,20.51,7.31,16.19,37.35,7.94,1.1,0.03,1.91,24.66,36.35,90.24,3.74,4.33,0.88,0.85,0.88,32.15,
Nanning,108.37,22.82,2018,9,2018-09,25.91,32.74,18.35,7.6,23.07,25.86,98.83,3.29,18.2,76.8,5.02,85.13,18.09,5.17,16.4,36.21,7.95,1.09,0.03,1.81,23.03,35.0,70.09,4.68,5.2,0.88,0.86,0.87,26.78,
Nanning,108.37,22.82,2018,10,2018-10,21.05,29.05,13.56,8.95,17.52,20.93,99.57,3.2,7.83,41.1,4.99,81.74,12.78,2.8,13.1,33.7,6.31,0.91,0.03,1.51,19.93,31.99,66.37,3.91,3.95,0.76,0.74,0.78,21.34,
Nanning,108.37,22.82,2018,11,2018-11,18.66,28.61,8.96,10.6,14.94,18.67,99.69,3.13,8.1,55.4,4.65,80.36,10.95,1.06,11.4,32.53,5.38,0.77,0.02,1.22,17.28,30.67,59.97,2.85,2.84,0.66,0.65,0.69,,
Nanning,108.37,22.82,2018,12,2018-12,13.91,29.1,-0.81,9.49,9.93,14.33,100.01,4.53,9.01,42.0,6.29,78.09,8.41,1.25,6.75,31.68,3.35,0.52,0.01,0.84,15.37,28.6,82.05,0.9,1.74,0.61,0.6,0.61,,
Nanning,108.37,22.82,2019,1,2019-01,12.33,25.81,0.85,9.76,8.87,12.78,100.11,3.86,8.08,43.8,5.37,80.61,7.37,1.46,6.88,31.53,3.44,0.55,0.01,0.9,16.18,27.97,85.62,0.46,1.33,0.61,0.6,0.62,,
Nanning,108.37,22.82,2019,2,2019-02,17.03,31.71,5.45,10.8,13.21,17.94,99.6,3.9,9.63,87.4,5.36,79.75,9.94,2.41,8.53,34.25,4.3,0.68,0.02,1.2,18.67,30.55,85.99,0.59,1.69,0.59,0.58,0.59,,
Nanning,108.37,22.82,2019,3,2019-03,19.45,32.21,9.97,10.41,15.94,20.1,99.35,3.95,8.7,83.6,5.52,81.49,11.75,3.8,9.18,34.71,4.41,0.58,0.02,0.98,18.79,31.71,84.25,1.45,2.67,0.66,0.64,0.69,,
Nanning,108.37,22.82,2019,4,2019-04,24.73,35.76,13.6,10.12,21.06,25.25,98.91,3.82,8.63,156.4,5.44,81.59,16.12,3.24,13.83,36.6,6.52,0.84,0.02,1.4,21.88,34.44,74.61,2.76,3.54,0.65,0.64,0.67,25.39,
Nanning,108.37,22.82,2019,5,2019-05,25.98,36.47,17.62,8.94,21.87,26.63,98.71,3.59,8.56,111.2,5.05,79.69,16.93,4.92,13.28,37.11,6.45,0.87,0.03,1.47,23.48,35.41,80.9,2.51,3.37,0.61,0.6,0.62,26.71,
Nanning,108.37,22.82,2019,6,2019-06,27.86,33.3,20.95,6.03,25.75,27.85,98.32,3.37,8.0,166.1,5.12,88.81,21.29,9.41,16.11,37.82,7.91,1.1,0.03,1.91,26.04,36.7,91.62,3.7,4.01,0.77,0.74,0.81,33.11,
Nanning,108.37,22.82,2019,7,2019-07,27.66,33.3,22.15,5.58,25.85,27.55,98.28,3.16,8.68,151.8,4.98,90.23,21.4,8.66,16.68,37.6,8.27,1.15,0.03,2.05,26.11,36.63,90.32,2.9,4.14,0.91,0.88,0.9,32.72,
Nanning,108.37,22.82,2019,8,2019-08,28.14,34.11,22.84,6.56,25.6,27.98,98.26,2.68,14.0,69.1,4.14,86.75,21.07,8.47,17.21,37.43,8.39,1.15,0.03,2.01,24.89,36.43,83.19,3.85,4.61,0.92,0.89,0.9,33.6,
Nanning,108.37,22.82,2019,9,2019-09,25.98,33.41,16.13,9.03,22.03,25.68,99.02,2.97,7.08,38.3,4.61,80.21,17.14,2.23,19.39,35.07,9.1,1.22,0.03,2.06,23.2,34.21,53.54,5.73,5.51,0.84,0.82,0.84,26.73,
Nanning,108.37,22.82,2019,10,2019-10,22.76,31.37,11.46,9.18,19.24,22.89,99.47,3.07,7.0,63.0,4.68,81.94,14.36,1.99,14.18,34.65,6.82,0.99,0.03,1.58,19.79,32.98,64.42,4.12,3.62,0.66,0.65,0.68,23.23,
Nanning,108.37,22.82,2019,11,2019-11,18.73,29.25,8.97,11.82,13.05,19.07,99.75,3.7,9.91,47.6,5.53,71.84,9.74,0.64,11.96,32.08,5.62,0.78,0.02,1.16,16.9,29.88,57.74,1.37,2.12,0.57,0.57,0.55,,
Nanning,108.37,22.82,2019,12,2019-12,14.94,28.79,3.27,12.86,7.49,15.22,100.02,3.82,9.35,39.5,5.6,64.98,7.03,0.15,11.1,29.69,5.09,0.72,0.02,1.01,15.85,27.24,54.9,0.16,1.03,0.51,0.51,0.48,,
Nanning,108.37,22.82,2020,1,2020-01,15.64,29.36,2.5,11.62,10.22,16.35,99.82,4.26,9.05,89.6,6.01,72.66,8.38,1.79,8.48,32.15,4.05,0.6,0.01,0.86,16.09,28.49,78.63,0.06,0.94,0.5,0.5,0.48,,
Nanning,108.37,22.82,2020,2,2020-02,16.77,30.28,4.51,11.34,12.18,17.42,99.92,4.05,11.36,112.3,5.89,76.78,9.37,2.29,9.33,32.78,4.51,0.64,0.02,1.01,18.13,29.31,79.74,0.48,1.66,0.58,0.57,0.57,,
Nanning,108.37,22.82,2020,3,2020-03,20.49,32.85,10.12,10.65,16.53,21.12,99.3,4.33,10.02,115.1,6.05,79.82,12.21,5.13,8.85,35.41,4.3,0.57,0.01,0.89,18.89,32.26,88.24,1.09,2.48,0.62,0.61,0.64,20.68,
Nanning,108.37,22.82,2020,4,2020-04,19.78,31.54,10.84,9.35,16.08,20.12,99.51,3.8,9.47,70.2,5.43,80.76,11.84,4.21,11.96,34.49,5.67,0.73,0.02,1.17,21.96,31.9,86.16,2.26,3.2,0.7,0.68,0.74,,
Nanning,108.37,22.82,2020,5,2020-05,26.79,34.77,19.36,8.53,23.47,26.99,98.64,3.5,8.19,173.2,5.22,83.24,18.52,5.47,18.86,36.93,9.09,1.21,0.03,2.02,25.66,35.75,72.36,4.38,4.34,0.68,0.66,0.71,29.55,
Nanning,108.37,22.82,2020,6,2020-06,27.96,33.36,24.49,5.76,25.88,27.84,98.38,4.1,8.17,174.0,6.23,88.95,21.37,7.29,16.82,37.69,8.27,1.13,0.03,1.95,26.39,36.58,89.04,3.93,4.2,0.78,0.75,0.81,33.44,
Nanning,108.37,22.82,2020,7,2020-07,28.43,35.93,23.43,7.11,25.51,28.42,98.46,3.59,7.42,177.5,5.5,85.22,20.89,2.69,19.86,37.33,9.67,1.33,0.04,2.4,26.75,36.48,83.43,5.59,4.72,0.7,0.69,0.72,34.18,
Nanning,108.37,22.82,2020,8,2020-08,27.39,33.71,23.06,6.73,24.88,27.4,98.46,3.18,8.22,146.3,4.83,86.96,20.13,8.18,17.04,37.04,8.35,1.16,0.03,2.08,25.43,36.04,79.59,5.29,4.87,0.75,0.73,0.79,31.48,
Nanning,108.37,22.82,2020,9,2020-09,26.37,33.58,18.16,7.86,23.8,26.5,98.82,2.95,8.86,112.6,4.49,86.56,18.88,5.82,15.25,37.04,7.55,1.07,0.03,1.85,22.99,35.85,81.58,5.25,4.7,0.73,0.71,0.77,28.79,
Nanning,108.37,22.82,2020,10,2020-10,20.61,30.83,12.29,8.15,17.82,20.63,99.45,4.59,10.91,31.7,6.78,84.8,13.17,7.42,12.92,34.27,6.27,0.92,0.03,1.5,19.99,32.28,78.99,3.36,4.14,0.81,0.79,0.83,20.94,
Nanning,108.37,22.82,2020,11,2020-11,18.28,28.58,6.62,10.15,14.65,18.31,99.83,3.97,7.25,35.7,6.03,80.46,10.85,0.25,12.05,32.5,5.61,0.75,0.02,1.11,17.0,30.33,60.26,3.0,3.11,0.7,0.69,0.72,,
Nanning,108.37,22.82,2020,12,2020-12,12.04,25.64,1.2,11.17,6.58,12.45,100.11,4.49,10.85,31.4,6.45,71.49,6.46,0.17,9.85,29.38,4.46,0.59,0.01,0.83,14.91,26.69,60.2,0.7,1.51,0.59,0.59,0.58,,
Nanning,108.37,22.82,2021,1,2021-01,12.56,26.52,0.57,12.78,5.26,13.05,100.02,3.81,10.57,46.5,5.52,64.25,6.0,0.09,10.13,29.57,4.67,0.65,0.02,0.91,15.84,26.23,62.6,0.17,1.06,0.53,0.53,0.5,,
Nanning,108.37,22.82,2021,2,2021-02,18.34,29.41,7.94,12.42,12.56,19.26,99.6,3.51,8.73,111.2,5.05,71.99,9.29,2.5,13.47,31.72,6.26,0.87,0.02,1.25,18.8,29.37,53.39,0.39,1.57,0.55,0.54,0.53,,
Nanning,108.37,22.82,2021,3,2021-03,21.65,37.7,10.38,12.08,16.17,22.85,99.33,4.56,10.55,144.0,6.11,73.51,12.0,0.84,9.44,35.65,4.47,0.57,0.02,0.93,19.04,32.15,88.08,0.25,1.6,0.53,0.53,0.5,21.79,
Nanning,108.37,22.82,2021,4,2021-04,24.22,37.26,14.78,10.53,19.08,25.3,99.17,4.06,8.83,115.7,5.46,75.16,14.16,4.7,10.47,36.44,5.14,0.69,0.02,1.11,22.25,33.99,87.15,0.93,2.51,0.55,0.54,0.55,24.66,
Nanning,108.37,22.82,2021,5,2021-05,27.35,35.26,19.38,9.1,23.71,27.82,98.68,3.98,9.02,174.9,5.73,81.99,18.77,4.22,17.14,37.04,8.41,1.18,0.03,1.99,26.31,35.71,77.75,3.3,3.87,0.61,0.6,0.63,30.76,
Nanning,108.37,22.82,2021,6,2021-06,28.05,35.16,19.21,7.67,24.58,28.12,98.37,3.43,8.03,150.0,5.12,82.75,19.94,7.49,17.51,37.36,8.61,1.2,0.03,2.04,26.4,36.38,84.56,5.26,4.8,0.65,0.63,0.69,32.66,
Nanning,108.37,22.82,2021,7,2021-07,28.67,36.19,23.34,8.1,25.04,28.94,98.34,2.97,7.27,157.3,4.58,82.16,20.35,6.49,20.31,37.25,9.89,1.36,0.04,2.38,26.33,36.43,81.29,6.27,5.2,0.65,0.64,0.69,34.27,
Nanning,108.37,22.82,2021,8,2021-08,28.04,33.74,23.33,6.95,25.39,28.13,98.52,3.09,7.04,159.2,4.79,86.3,20.74,5.37,18.1,37.36,8.88,1.22,0.04,2.15,25.38,36.41,85.33,6.22,5.14,0.71,0.69,0.75,33.23,
Nanning,108.37,22.82,2021,9,2021-09,27.44,34.33,22.32,7.72,24.11,27.57,98.93,2.16,5.04,132.3,3.39,83.21,19.11,4.69,18.36,36.63,8.89,1.24,0.03,2.06,23.64,35.71,69.13,5.15,4.27,0.65,0.64,0.69,31.14,
Nanning,108.37,22.82,2021,10,2021-10,21.78,34.41,12.64,9.33,17.42,21.97,99.4,5.11,12.95,35.0,7.31,77.69,12.93,4.01,12.78,34.18,6.31,0.96,0.03,1.52,20.27,32.61,69.18,3.1,3.61,0.63,0.62,0.64,22.04,
Nanning,108.37,22.82,2021,11,2021-11,17.93,29.94,8.14,10.32,12.3,18.18,99.75,3.93,10.38,34.9,5.98,72.29,9.57,1.03,11.76,31.83,5.68,0.84,0.02,1.24,17.65,29.57,65.45,1.61,2.35,0.6,0.59,0.59,,
Nanning,108.37,22.82,2021,12,2021-12,14.23,26.63,1.8,12.56,7.17,14.55,100.14,3.81,9.22,34.2,5.61,65.77,6.59,0.25,11.81,28.78,5.43,0.75,0.02,1.03,15.59,26.81,47.44,0.27,1.18,0.53,0.53,0.5,,
Nanning,108.37,22.82,2022,1,2022-01,14.11,27.65,2.85,11.0,9.66,14.8,99.82,3.89,7.75,50.6,5.44,76.36,7.79,2.1,6.71,31.85,3.41,0.56,0.01,0.82,16.16,28.02,86.57,0.12,1.04,0.52,0.52,0.52,,
Nanning,108.37,22.82,2022,2,2022-02,11.07,27.43,1.27,10.46,7.35,11.88,99.94,4.56,10.14,37.9,6.08,79.18,6.71,5.51,7.87,30.66,3.92,0.64,0.02,1.01,19.26,27.01,85.79,0.41,1.69,0.64,0.62,0.66,,
Nanning,108.37,22.82,2022,3,2022-03,20.76,31.94,9.48,10.9,17.35,21.35,99.2,4.09,10.2,146.5,5.77,82.23,12.79,2.71,11.82,34.44,5.75,0.82,0.02,1.33,21.27,31.78,77.61,1.98,3.14,0.67,0.66,0.71,21.04,
Nanning,108.37,22.82,2022,4,2022-04,22.49,35.59,8.72,11.53,16.96,23.08,99.24,4.16,10.53,116.1,5.84,73.58,12.69,2.76,15.91,33.96,7.45,0.97,0.03,1.54,23.63,32.32,60.08,2.3,3.44,0.61,0.61,0.62,22.72,
Nanning,108.37,22.82,2022,5,2022-05,23.86,31.85,14.22,8.29,20.57,24.09,98.85,3.57,9.27,99.3,5.19,83.2,15.82,10.36,13.28,35.8,6.57,0.92,0.03,1.51,25.5,34.18,91.52,3.23,4.14,0.73,0.71,0.77,24.47,
Nanning,108.37,22.82,2022,6,2022-06,27.1,32.72,21.88,5.65,25.21,27.04,98.35,3.4,6.94,173.5,5.18,89.83,20.56,7.15,14.68,37.38,7.36,1.05,0.03,1.72,25.66,36.38,93.26,2.95,3.97,0.88,0.85,0.87,31.0,
Nanning,108.37,22.82,2022,7,2022-07,27.8,33.33,22.28,7.0,25.31,27.83,98.45,3.1,8.45,165.5,4.87,87.1,20.67,4.96,19.97,37.13,9.7,1.34,0.04,2.36,26.82,36.25,67.68,5.51,5.58,0.86,0.83,0.86,32.66,
Nanning,108.37,22.82,2022,8,2022-08,27.71,34.11,23.6,6.94,24.94,27.79,98.53,3.0,14.43,137.1,4.58,85.7,20.17,5.3,17.0,37.46,8.38,1.17,0.03,2.07,25.59,36.45,79.07,6.11,5.17,0.73,0.71,0.77,32.19,
Nanning,108.37,22.82,2022,9,2022-09,27.45,35.93,21.4,9.47,22.27,27.7,98.9,2.68,6.63,57.8,4.16,75.39,17.13,2.59,17.93,36.55,8.57,1.15,0.03,1.93,22.8,35.47,70.23,5.08,4.65,0.63,0.62,0.63,30.23,
Nanning,108.37,22.82,2022,10,2022-10,23.38,34.08,13.11,12.27,15.11,23.82,99.53,4.14,10.22,37.8,6.24,63.87,11.38,1.44,17.63,32.97,8.26,1.16,0.03,1.84,20.8,31.92,46.85,1.57,2.68,0.55,0.55,0.52,23.44,
Nanning,108.37,22.82,2022,11,2022-11,22.37,32.87,8.16,11.54,16.52,23.06,99.42,3.6,9.31,78.9,5.28,72.67,12.17,2.37,11.05,34.06,5.42,0.85,0.02,1.32,17.37,32.27,67.35,0.32,1.46,0.51,0.51,0.48,22.56,
Nanning,108.37,22.82,2022,12,2022-12,11.97,23.17,2.34,11.98,4.0,12.41,100.12,4.32,11.91,34.8,6.27,61.56,5.22,0.29,11.43,28.55,5.27,0.75,0.02,1.08,15.85,25.91,56.9,0.19,1.15,0.53,0.53,0.5,,
Nanning,108.37,22.82,2023,1,2023-01,13.12,29.37,1.41,12.44,6.0,13.65,100.03,4.31,11.2,39.0,6.25,65.48,6.35,1.02,10.32,29.64,4.85,0.71,0.02,1.05,16.61,26.6,66.25,0.1,1.02,0.52,0.51,0.5,,
Nanning,108.37,22.82,2023,2,2023-02,17.01,32.35,6.61,11.86,11.7,17.85,99.75,4.26,10.66,82.3,5.98,73.52,9.04,2.04,10.17,32.43,4.9,0.73,0.02,1.16,18.63,29.38,75.21,0.28,1.43,0.55,0.54,0.54,,
Nanning,108.37,22.82,2023,3,2023-03,20.99,37.82,10.93,12.02,14.49,22.03,99.47,4.02,10.98,121.0,5.56,69.55,10.66,1.2,11.78,33.93,5.54,0.72,0.02,1.18,19.46,31.32,76.75,0.1,1.42,0.51,0.51,0.49,20.96,
Nanning,108.37,22.82,2023,4,2023-04,24.9,37.63,14.1,11.94,18.51,25.93,98.93,4.69,9.96,139.6,6.33,70.79,13.89,3.54,11.49,36.22,5.43,0.65,0.02,1.01,20.45,33.91,77.27,0.3,2.1,0.52,0.51,0.5,25.29,
