station,longitude,latitude,year,month,date,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风向_10m_度,风速_50m_ms,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,UVA辐射_kWhm2day,UVB辐射_kWhm2day,紫外线指数,短波辐射_晴空_kWhm2day,长波辐射_晴空_kWhm2day,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,高温指数_℃,风寒指数_℃
Nanning,108.37,22.82,2023,5,2023-05,27.41,41.03,17.53,11.6,21.47,28.32,98.74,4.22,9.89,146.7,5.89,73.07,16.46,3.07,16.2,37.03,7.88,1.05,0.03,1.74,25.37,35.7,67.88,2.13,3.58,0.57,0.56,0.55,29.89,
Nanning,108.37,22.82,2023,6,2023-06,28.56,40.56,22.23,8.08,24.39,29.04,98.45,3.47,7.4,142.6,5.09,80.6,19.61,10.21,15.56,37.76,7.71,1.08,0.03,1.81,26.24,36.69,84.14,2.72,3.86,0.63,0.62,0.65,33.66,
Nanning,108.37,22.82,2023,7,2023-07,28.63,34.58,24.24,7.19,25.56,28.67,98.43,3.89,18.56,150.5,5.76,84.5,20.98,4.8,19.12,37.77,9.33,1.29,0.04,2.26,26.53,36.88,79.48,7.1,5.61,0.71,0.69,0.74,34.63,
Nanning,108.37,22.82,2023,8,2023-08,27.72,33.6,20.75,6.66,25.23,27.86,98.37,2.59,6.29,119.8,4.03,87.02,20.62,8.58,14.93,37.79,7.48,1.07,0.03,1.89,25.19,36.75,91.02,5.39,5.15,0.77,0.75,0.81,32.42,
Nanning,108.37,22.82,2023,9,2023-09,26.51,32.7,20.02,7.32,23.89,26.47,98.78,3.54,9.33,49.4,5.3,86.2,18.93,6.36,14.24,37.13,7.1,1.02,0.03,1.7,23.35,35.97,78.49,5.14,5.19,0.79,0.77,0.82,29.11,
Nanning,108.37,22.82,2023,10,2023-10,23.24,32.4,15.76,8.55,19.65,23.31,99.47,3.33,11.09,46.2,5.01,81.4,14.64,3.34,14.07,34.95,6.79,0.98,0.03,1.56,20.09,33.57,67.01,4.39,4.08,0.68,0.67,0.71,23.74,
Nanning,108.37,22.82,2023,11,2023-11,19.46,30.29,8.3,10.69,15.17,19.49,99.82,3.24,10.22,62.3,4.88,78.23,11.32,1.13,12.44,32.2,5.89,0.83,0.02,1.2,17.38,30.61,53.13,2.44,2.78,0.65,0.63,0.65,,
Nanning,108.37,22.82,2023,12,2023-12,14.76,30.13,0.29,11.7,9.16,15.06,100.07,4.04,10.95,51.4,5.86,71.73,8.14,0.69,10.39,30.34,4.94,0.72,0.02,0.96,15.74,28.25,62.98,0.6,1.54,0.57,0.57,0.56,,
Nanning,108.37,22.82,2024,1,2024-01,14.25,26.21,-0.86,9.42,10.72,14.71,100.03,3.93,10.37,71.7,5.62,80.57,8.63,3.17,6.64,31.87,3.37,0.54,0.01,0.77,16.31,28.3,85.27,0.45,1.47,0.6,0.59,0.61,,
Nanning,108.37,22.82,2024,2,2024-02,15.21,33.78,4.28,11.29,10.58,15.91,99.81,4.94,10.39,77.7,6.62,75.96,8.66,1.2,8.96,31.94,4.4,0.67,0.02,1.06,18.78,28.94,77.52,0.64,1.83,0.6,0.59,0.6,,
Nanning,108.37,22.82,2024,3,2024-03,20.28,35.39,5.04,11.93,15.18,21.09,99.42,4.51,11.13,119.0,6.29,74.95,11.4,2.0,11.09,34.22,5.33,0.72,0.02,1.13,20.41,31.41,82.24,0.94,2.29,0.59,0.58,0.59,20.32,
Nanning,108.37,22.82,2024,4,2024-04,26.52,38.42,16.9,11.63,21.38,27.29,98.68,4.14,9.26,150.9,5.83,76.21,16.37,4.22,13.94,36.83,6.57,0.8,0.02,1.2,21.17,35.23,69.51,1.76,3.08,0.58,0.57,0.58,28.46,
Nanning,108.37,22.82,2024,5,2024-05,25.51,34.22,17.75,8.14,22.57,25.76,98.86,3.3,7.45,105.6,4.83,84.81,17.53,17.54,12.73,36.86,6.32,0.86,0.02,1.37,24.5,35.25,91.48,3.68,4.99,0.79,0.76,0.83,26.33,
Nanning,108.37,22.82,2024,6,2024-06,27.39,31.84,21.81,5.39,25.81,27.36,98.49,3.43,6.75,146.1,5.24,91.34,21.31,15.21,12.31,37.83,6.28,0.9,0.03,1.55,26.13,36.7,96.13,2.17,4.53,0.97,0.94,0.94,32.05,
Nanning,108.37,22.82,2024,7,2024-07,27.91,34.74,24.24,6.08,25.87,27.88,98.38,3.46,7.52,146.6,5.26,89.23,21.38,8.76,16.13,37.72,8.03,1.13,0.03,1.98,26.49,36.71,83.65,3.9,5.66,0.94,0.91,0.91,33.33,
Nanning,108.37,22.82,2024,8,2024-08,28.03,34.05,23.77,6.57,25.64,28.03,98.55,2.47,6.7,163.6,3.88,87.52,21.05,10.8,16.54,37.67,8.17,1.13,0.03,1.99,25.24,36.72,81.3,4.15,5.31,0.95,0.92,0.92,33.41,
Nanning,108.37,22.82,2024,9,2024-09,26.8,33.35,18.35,7.04,24.26,26.63,98.65,3.33,13.89,49.4,5.06,86.54,19.44,6.32,15.41,37.12,7.59,1.04,0.03,1.78,23.04,36.0,80.38,3.92,5.13,0.93,0.9,0.9,29.86,
Nanning,108.37,22.82,2024,10,2024-10,22.14,30.52,13.29,10.22,18.06,22.02,99.4,3.77,8.75,31.7,5.83,79.13,13.35,1.15,16.87,33.47,8.0,1.13,0.03,1.76,20.61,32.34,52.0,5.08,4.74,0.74,0.72,0.76,22.48,
Nanning,108.37,22.82,2024,11,2024-11,19.96,31.78,8.68,12.54,13.34,20.21,99.74,3.59,8.51,37.7,5.59,68.46,9.99,0.28,15.13,31.56,6.89,0.85,0.02,1.22,17.33,30.33,38.56,1.83,2.39,0.57,0.57,0.55,,
Nanning,108.37,22.82,2024,12,2024-12,14.22,27.49,4.5,12.18,5.6,14.7,100.06,4.12,9.27,39.2,6.06,59.18,6.02,0.13,10.43,29.5,4.63,0.57,0.01,0.75,15.19,26.95,57.31,0.15,0.97,0.5,0.5,0.47,,
Nanning,108.37,22.82,2025,1,2025-01,14.98,27.55,3.11,14.0,4.23,15.71,99.99,3.93,12.33,57.7,5.72,52.51,5.57,0.14,12.34,28.68,5.54,0.76,0.02,1.02,16.33,26.4,44.13,0.02,0.39,0.47,0.47,0.33,,
Nanning,108.37,22.82,2025,2,2025-02,14.89,30.2,3.43,11.68,8.37,16.16,99.96,4.33,10.04,52.3,5.7,67.64,7.22,1.18,6.48,32.52,3.29,0.51,0.01,0.82,18.57,28.15,93.57,0.01,0.75,0.48,0.48,0.43,,
Nanning,108.37,22.82,2025,3,2025-03,19.82,37.43,7.65,14.19,10.93,21.37,99.54,4.98,11.35,71.0,6.59,60.68,8.83,0.73,12.69,33.15,5.95,0.81,0.02,1.23,20.82,30.23,68.49,0.01,1.11,0.48,0.48,0.42,,
Nanning,108.37,22.82,2025,4,2025-04,26.21,39.88,11.23,14.11,15.36,27.96,99.06,4.2,15.08,156.3,5.52,55.9,11.7,1.78,15.41,35.59,7.22,0.93,0.02,1.44,22.95,33.53,79.58,0.01,0.83,0.47,0.47,0.33,26.35,
Nanning,108.37,22.82,2025,5,2025-05,26.04,37.35,15.11,9.83,21.52,26.67,98.85,3.6,12.54,144.2,5.17,78.59,16.59,9.5,14.6,36.63,7.18,1.02,0.03,1.64,25.96,35.05,87.31,2.66,4.05,0.65,0.63,0.68,26.75,
Nanning,108.37,22.82,2025,6,2025-06,27.26,34.29,20.59,6.68,24.89,27.25,98.46,3.47,7.17,148.8,5.29,87.56,20.17,13.7,15.71,37.5,7.86,1.09,0.03,1.88,26.39,36.45,90.7,4.04,4.99,0.83,0.8,0.85,31.19,
Nanning,108.37,22.82,2025,7,2025-07,28.31,33.86,23.59,6.89,25.4,28.27,98.14,2.49,10.24,84.8,3.82,85.01,20.83,8.04,17.07,37.74,8.45,1.17,0.03,2.03,26.16,36.86,83.79,4.82,5.6,0.93,0.9,0.91,33.79,
Nanning,108.37,22.82,2025,8,2025-08,27.19,33.14,22.93,6.22,24.98,27.13,98.62,3.03,7.78,133.0,4.66,88.32,20.24,8.28,15.49,37.22,7.66,1.06,0.03,1.86,25.29,36.16,86.18,3.87,5.04,0.93,0.9,0.91,31.09,
Nanning,108.37,22.82,2025,9,2025-09,26.63,32.66,20.89,6.81,24.21,26.58,98.85,3.07,13.61,89.6,4.73,87.16,19.27,7.9,16.3,36.87,7.99,1.09,0.03,1.84,23.4,35.83,74.49,4.24,4.85,0.88,0.85,0.88,29.48,
Nanning,108.37,22.82,2025,10,2025-10,22.95,31.34,10.98,7.83,20.15,22.85,99.42,3.73,14.36,50.5,5.56,84.8,15.4,4.72,14.26,34.81,6.95,0.99,0.03,1.54,20.26,33.51,63.2,3.41,4.59,0.9,0.88,0.88,23.51,
Nanning,108.37,22.82,2025,11,2025-11,16.56,29.05,5.63,9.91,12.43,16.23,99.89,3.89,9.64,25.2,5.98,78.17,9.5,1.58,12.38,30.6,5.88,0.87,0.02,1.31,17.93,29.05,60.59,2.28,3.28,0.8,0.77,0.81,,
Nanning,108.37,22.82,2025,12,2025-12,15.74,25.33,4.07,10.39,11.89,15.61,99.83,3.09,10.81,50.7,4.73,79.3,9.01,1.09,10.16,31.39,4.82,0.69,0.02,0.97,15.29,28.57,69.33,1.63,2.19,0.69,0.68,0.72,,
Wuzhou,111.28,23.47,2005,1,2005-01,11.84,26.52,-2.43,12.66,5.08,12.52,100.45,3.26,6.46,36.6,4.62,66.45,5.92,0.65,7.45,30.88,3.31,0.41,0.01,0.57,14.03,26.56,87.15,0.0,0.58,0.54,0.54,0.46,,
Wuzhou,111.28,23.47,2005,2,2005-02,15.5,31.09,2.01,13.17,9.2,16.75,100.22,3.84,8.85,44.6,5.11,68.46,7.93,1.42,6.46,33.22,3.04,0.4,0.01,0.64,16.75,28.96,98.3,0.01,0.88,0.54,0.54,0.48,,
Wuzhou,111.28,23.47,2005,3,2005-03,17.94,31.48,3.87,12.53,11.46,18.9,100.26,3.83,9.62,71.7,5.34,68.97,9.22,3.86,9.38,33.12,4.31,0.55,0.01,0.84,19.81,29.76,92.0,0.41,1.88,0.59,0.59,0.59,,
Wuzhou,111.28,23.47,2005,4,2005-04,23.76,35.07,11.3,10.85,18.74,24.46,99.73,3.21,8.58,144.1,4.65,75.73,13.94,5.81,12.11,35.56,5.57,0.69,0.02,1.09,21.46,33.13,85.45,2.66,3.53,0.67,0.66,0.69,24.17,
Wuzhou,111.28,23.47,2005,5,2005-05,26.51,33.19,17.64,7.16,23.86,26.58,99.08,3.06,8.33,165.9,4.74,86.13,18.89,11.46,16.3,36.81,7.69,1.02,0.03,1.68,25.06,35.29,86.08,3.26,4.65,0.85,0.82,0.87,29.1,
Wuzhou,111.28,23.47,2005,6,2005-06,27.14,32.91,22.42,5.19,25.44,27.1,98.74,2.99,6.58,174.2,4.65,90.75,20.77,14.77,12.13,37.46,5.92,0.81,0.02,1.37,25.02,36.21,97.29,2.26,4.17,0.96,0.94,0.95,31.22,
Wuzhou,111.28,23.47,2005,7,2005-07,28.05,34.46,23.48,7.36,25.09,28.1,99.04,2.72,7.03,163.7,4.16,84.79,20.26,3.8,19.94,36.91,9.35,1.22,0.04,2.1,25.9,35.87,63.64,6.66,6.02,0.89,0.87,0.88,33.0,
Wuzhou,111.28,23.47,2005,8,2005-08,27.66,34.2,20.46,7.44,24.63,27.77,98.92,2.68,7.89,96.2,4.16,84.37,19.75,5.1,16.75,37.3,7.86,1.03,0.03,1.75,23.94,36.0,74.06,7.13,5.56,0.77,0.75,0.8,31.86,
Wuzhou,111.28,23.47,2005,9,2005-09,26.7,33.14,19.2,8.43,22.95,26.69,99.44,3.1,9.21,47.8,4.69,80.9,17.75,4.36,16.06,36.52,7.5,0.97,0.03,1.58,21.96,35.21,66.61,6.58,5.12,0.73,0.71,0.75,29.16,
Wuzhou,111.28,23.47,2005,10,2005-10,24.06,34.22,12.9,12.65,16.41,24.8,100.04,3.24,7.85,34.2,4.85,64.96,12.02,0.11,16.02,33.82,7.16,0.87,0.02,1.34,18.09,32.67,36.73,1.67,2.43,0.59,0.59,0.54,24.22,
Wuzhou,111.28,23.47,2005,11,2005-11,20.27,34.93,6.65,12.4,13.49,20.92,100.15,3.14,7.33,29.3,4.63,67.73,10.24,1.65,11.68,32.53,5.23,0.65,0.02,0.97,15.5,30.72,52.47,0.26,1.27,0.56,0.56,0.51,20.12,
Wuzhou,111.28,23.47,2005,12,2005-12,12.75,27.64,1.02,12.61,3.06,13.25,100.68,3.84,10.38,31.3,5.54,55.69,5.27,0.4,9.98,28.68,4.34,0.52,0.01,0.72,13.77,26.53,54.69,0.03,0.78,0.54,0.54,0.48,,
Wuzhou,111.28,23.47,2006,1,2006-01,14.1,29.89,-0.87,13.9,6.67,14.82,100.34,3.52,8.82,29.3,4.89,63.63,6.7,0.6,9.76,29.83,4.27,0.53,0.01,0.81,14.85,27.12,59.44,0.01,0.7,0.54,0.54,0.46,,
Wuzhou,111.28,23.47,2006,2,2006-02,16.05,31.73,2.12,12.16,9.61,17.28,100.47,3.68,8.87,36.1,4.89,67.92,7.67,4.16,8.26,32.4,3.79,0.5,0.01,0.8,17.26,28.93,86.77,0.05,0.78,0.56,0.55,0.47,,
Wuzhou,111.28,23.47,2006,3,2006-03,18.31,30.96,1.5,11.27,13.83,19.07,99.93,3.3,9.38,68.4,4.72,76.95,10.56,4.0,9.54,33.42,4.35,0.55,0.02,0.91,19.35,30.31,84.5,1.49,2.57,0.67,0.66,0.69,,
Wuzhou,111.28,23.47,2006,4,2006-04,23.37,33.36,9.37,9.99,19.31,23.83,99.52,3.47,10.45,167.0,5.0,79.28,14.64,3.7,11.63,35.5,5.42,0.7,0.02,1.18,22.09,33.32,81.81,3.36,3.92,0.7,0.69,0.74,23.83,
Wuzhou,111.28,23.47,2006,5,2006-05,24.65,32.66,14.83,8.11,21.19,24.77,99.41,3.34,9.83,110.1,5.07,82.35,16.23,11.12,13.65,35.79,6.52,0.88,0.02,1.43,25.5,34.13,83.39,3.82,4.34,0.77,0.75,0.81,25.32,
Wuzhou,111.28,23.47,2006,6,2006-06,26.95,32.66,20.44,6.26,24.73,26.99,99.03,2.61,7.23,183.6,4.07,88.14,19.85,12.09,15.06,37.0,7.2,0.96,0.03,1.61,25.39,35.84,82.03,3.48,4.77,0.95,0.93,0.93,30.41,
Wuzhou,111.28,23.47,2006,7,2006-07,27.84,34.13,22.64,6.04,25.47,27.77,98.73,2.9,10.51,167.7,4.44,87.54,20.8,10.72,15.67,37.27,7.47,1.0,0.03,1.71,25.5,36.27,76.49,4.46,4.88,0.93,0.9,0.92,32.85,
Wuzhou,111.28,23.47,2006,8,2006-08,27.44,32.49,21.14,6.61,24.66,27.35,98.93,2.74,15.55,84.5,4.09,85.37,19.78,7.99,16.78,36.81,7.82,1.01,0.03,1.7,23.72,35.83,70.89,4.6,5.01,0.94,0.91,0.92,31.41,
Wuzhou,111.28,23.47,2006,9,2006-09,24.38,31.56,15.81,8.76,21.0,24.21,99.47,3.01,7.97,35.4,4.48,82.31,15.92,3.68,16.1,34.92,7.36,0.93,0.03,1.47,21.27,33.9,57.67,5.26,5.02,0.88,0.86,0.88,25.02,
Wuzhou,111.28,23.47,2006,10,2006-10,24.82,31.44,15.15,9.94,19.98,24.92,99.94,2.36,6.63,30.8,3.59,75.93,14.8,0.56,14.06,34.75,6.18,0.73,0.02,1.06,16.56,33.81,35.46,4.48,3.58,0.68,0.67,0.68,25.34,
Wuzhou,111.28,23.47,2006,11,2006-11,19.76,31.99,9.65,12.84,13.78,20.0,100.06,3.22,9.19,38.9,4.87,72.17,10.18,4.05,10.55,32.43,4.68,0.58,0.01,0.79,15.51,30.3,62.46,1.12,2.05,0.61,0.61,0.6,,
Wuzhou,111.28,23.47,2006,12,2006-12,12.73,26.8,1.11,13.89,6.55,12.76,100.64,3.56,7.68,31.6,5.38,69.09,6.27,0.49,11.34,28.02,4.88,0.58,0.01,0.76,14.15,26.24,42.16,1.26,1.8,0.64,0.64,0.64,,
Wuzhou,111.28,23.47,2007,1,2007-01,11.26,25.06,1.23,13.09,4.72,11.6,100.79,3.55,8.49,27.7,5.01,67.41,5.51,1.29,10.09,28.6,4.36,0.53,0.01,0.73,15.05,25.86,59.59,0.35,1.28,0.61,0.61,0.6,,
Wuzhou,111.28,23.47,2007,2,2007-02,18.49,30.27,2.47,12.5,12.37,18.73,100.09,3.08,7.78,105.3,4.57,70.99,9.46,2.16,9.83,32.32,4.34,0.53,0.01,0.76,16.53,29.7,68.92,0.43,1.58,0.6,0.6,0.59,,
Wuzhou,111.28,23.47,2007,3,2007-03,19.58,33.13,6.81,11.1,15.19,20.28,99.88,3.77,8.58,98.9,5.3,77.5,11.36,3.19,7.86,34.52,3.6,0.44,0.01,0.7,18.3,31.19,92.71,1.18,2.35,0.65,0.64,0.65,,
Wuzhou,111.28,23.47,2007,4,2007-04,20.98,34.01,8.27,10.39,16.34,21.53,99.85,3.01,11.06,45.7,4.26,76.71,12.1,4.83,11.52,34.39,5.3,0.67,0.02,1.04,21.83,31.93,88.82,1.96,2.92,0.67,0.66,0.7,21.14,
Wuzhou,111.28,23.47,2007,5,2007-05,25.64,34.42,14.61,9.33,21.24,25.86,99.34,2.62,7.73,163.8,3.87,78.38,16.23,6.71,16.73,35.83,7.77,1.02,0.03,1.62,25.32,34.42,72.45,4.91,4.64,0.72,0.71,0.76,26.31,
Wuzhou,111.28,23.47,2007,6,2007-06,27.34,33.19,20.94,6.79,24.66,27.41,98.96,2.51,6.51,184.1,3.88,86.1,19.78,9.27,16.55,37.03,7.86,1.04,0.03,1.76,25.61,35.92,79.58,4.83,4.84,0.84,0.82,0.87,31.23,
Wuzhou,111.28,23.47,2007,7,2007-07,28.33,34.49,23.02,7.87,24.96,28.49,98.99,2.81,7.69,173.8,4.36,83.12,20.12,2.71,20.98,36.83,9.88,1.3,0.04,2.31,26.53,35.95,61.4,7.71,5.85,0.77,0.76,0.79,33.5,
Wuzhou,111.28,23.47,2007,8,2007-08,28.22,36.49,23.32,7.91,24.38,28.43,98.83,2.47,7.96,62.2,3.74,81.05,19.46,6.3,17.69,36.98,8.27,1.08,0.03,1.83,23.87,35.95,72.41,5.43,4.64,0.68,0.67,0.71,32.83,
Wuzhou,111.28,23.47,2007,9,2007-09,25.79,32.99,16.78,8.74,21.68,25.87,99.26,2.97,10.98,35.3,4.56,79.31,16.6,3.76,14.96,36.17,6.91,0.88,0.02,1.41,21.13,34.81,70.3,5.62,4.55,0.71,0.7,0.73,26.5,
Wuzhou,111.28,23.47,2007,10,2007-10,23.91,34.35,13.16,12.81,15.9,24.55,99.91,3.64,8.98,37.3,5.39,63.9,11.67,0.36,14.81,33.87,6.54,0.79,0.02,1.19,17.93,32.54,47.93,1.26,2.25,0.58,0.58,0.53,24.03,
Wuzhou,111.28,23.47,2007,11,2007-11,18.27,31.75,3.49,15.39,5.88,18.8,100.28,3.79,9.62,31.0,5.83,48.55,6.12,0.33,14.67,29.12,6.37,0.76,0.02,1.03,16.09,28.1,31.93,0.05,0.73,0.53,0.54,0.4,,
Wuzhou,111.28,23.47,2007,12,2007-12,16.37,29.74,3.34,13.02,7.73,17.04,100.31,3.27,7.27,33.3,4.75,60.02,6.89,1.44,8.7,31.07,3.78,0.46,0.01,0.65,13.04,28.04,68.67,0.06,0.47,0.54,0.54,0.36,,
Wuzhou,111.28,23.47,2008,1,2008-01,10.16,30.05,0.03,11.89,3.49,10.63,100.56,3.9,8.41,23.6,5.07,66.4,5.28,3.69,8.02,29.12,3.56,0.45,0.01,0.66,15.35,26.0,67.63,0.06,0.99,0.58,0.58,0.58,,
Wuzhou,111.28,23.47,2008,2,2008-02,9.17,25.46,-3.21,11.29,4.17,9.74,100.71,3.6,8.03,27.6,5.1,73.14,5.48,2.13,8.28,29.44,3.71,0.47,0.01,0.77,17.22,25.49,79.12,1.0,2.08,0.72,0.71,0.75,,7.17
Wuzhou,111.28,23.47,2008,3,2008-03,19.38,30.76,3.71,11.66,13.84,19.85,99.95,2.98,8.52,105.6,4.3,73.18,10.36,3.26,11.66,32.74,5.14,0.63,0.02,1.0,19.31,30.4,69.39,1.49,2.56,0.66,0.65,0.67,,
Wuzhou,111.28,23.47,2008,4,2008-04,22.79,33.08,12.08,8.97,19.46,23.33,99.59,3.0,8.88,116.2,4.41,82.67,14.52,5.08,10.3,35.9,4.84,0.63,0.02,1.04,21.9,33.43,88.1,3.2,3.7,0.73,0.72,0.77,23.28,
Wuzhou,111.28,23.47,2008,5,2008-05,24.84,32.18,16.4,8.42,21.37,25.02,99.18,2.85,8.2,111.3,4.26,82.3,16.38,10.28,12.97,36.22,6.1,0.8,0.02,1.35,24.09,34.45,85.25,4.13,4.64,0.78,0.77,0.82,25.53,
Wuzhou,111.28,23.47,2008,6,2008-06,26.42,33.48,20.65,6.17,24.39,26.48,98.94,2.88,8.93,182.3,4.42,89.1,19.47,17.45,13.02,36.95,6.27,0.85,0.02,1.41,25.24,35.5,90.71,3.01,4.79,0.95,0.92,0.94,29.07,
Wuzhou,111.28,23.47,2008,7,2008-07,27.38,35.01,23.08,6.89,24.87,27.37,98.92,2.59,6.2,181.4,4.12,86.92,20.02,5.84,18.83,36.76,8.87,1.17,0.03,2.04,25.79,35.7,74.98,4.71,5.3,0.95,0.93,0.93,31.44,
Wuzhou,111.28,23.47,2008,8,2008-08,27.45,33.57,22.75,7.04,24.61,27.45,99.0,2.73,12.54,145.5,4.17,85.23,19.69,4.29,17.69,36.76,8.31,1.09,0.03,1.87,24.58,35.69,78.24,6.02,5.09,0.85,0.83,0.86,31.42,
Wuzhou,111.28,23.47,2008,9,2008-09,26.76,34.03,17.54,7.74,23.17,26.69,99.28,2.66,16.4,52.0,3.99,81.57,18.06,4.42,17.54,36.2,8.07,1.02,0.03,1.64,21.61,35.29,56.42,5.89,4.58,0.76,0.74,0.79,29.34,
Wuzhou,111.28,23.47,2008,10,2008-10,24.22,31.92,15.88,10.13,19.74,24.42,99.9,2.81,10.79,47.8,4.3,77.58,14.54,1.87,14.07,35.3,6.41,0.8,0.02,1.23,18.57,33.86,55.02,4.45,3.65,0.67,0.66,0.68,24.72,
Wuzhou,111.28,23.47,2008,11,2008-11,17.68,29.72,2.08,13.05,10.66,17.86,100.36,3.35,9.2,31.8,5.1,66.93,8.77,1.66,13.32,29.91,5.89,0.72,0.02,1.05,16.43,28.73,39.53,1.33,2.05,0.62,0.61,0.6,,
Wuzhou,111.28,23.47,2008,12,2008-12,13.93,27.78,1.01,14.37,5.24,13.96,100.51,3.24,9.91,33.9,4.56,60.06,5.81,0.61,11.25,27.97,4.87,0.58,0.01,0.8,14.71,26.14,41.66,0.1,0.91,0.55,0.55,0.51,,
Wuzhou,111.28,23.47,2009,1,2009-01,11.0,26.76,-0.88,13.69,1.94,11.41,100.71,3.41,10.17,32.4,4.94,57.92,4.71,0.55,11.28,27.42,4.83,0.58,0.01,0.83,15.34,24.95,49.83,0.03,0.72,0.55,0.55,0.5,,
Wuzhou,111.28,23.47,2009,2,2009-02,22.14,35.88,10.14,13.74,14.44,23.28,99.82,3.11,9.47,160.4,4.39,65.08,10.56,0.05,12.22,33.56,5.42,0.67,0.02,1.08,17.58,31.08,56.56,0.01,0.63,0.53,0.54,0.4,22.11,
Wuzhou,111.28,23.47,2009,3,2009-03,18.43,32.82,4.08,11.02,13.51,19.32,99.92,3.66,11.99,69.8,5.0,74.93,10.36,4.59,9.22,33.69,4.21,0.52,0.01,0.85,19.15,30.62,90.52,0.55,1.83,0.61,0.6,0.61,,
Wuzhou,111.28,23.47,2009,4,2009-04,21.83,32.6,12.15,9.87,17.75,22.34,99.62,3.5,10.33,101.6,5.07,79.01,13.03,5.79,12.46,35.01,5.77,0.74,0.02,1.17,22.56,32.61,81.7,2.99,3.6,0.7,0.68,0.73,22.13,
Wuzhou,111.28,23.47,2009,5,2009-05,25.22,35.12,17.46,9.11,20.92,25.86,99.44,2.97,7.94,110.0,4.36,79.16,15.78,8.6,13.72,36.24,6.45,0.86,0.02,1.4,25.03,34.32,79.71,3.45,4.22,0.72,0.71,0.74,25.86,
Wuzhou,111.28,23.47,2009,6,2009-06,27.0,32.89,19.5,6.71,24.43,27.02,98.83,2.6,7.08,177.2,3.94,86.58,19.59,8.28,16.64,36.97,7.88,1.05,0.03,1.75,25.76,35.77,80.56,4.29,4.89,0.9,0.87,0.9,30.38,
Wuzhou,111.28,23.47,2009,7,2009-07,27.93,33.28,22.95,7.02,25.26,27.98,98.86,2.94,11.12,158.2,4.52,86.14,20.51,6.62,17.79,37.18,8.45,1.12,0.03,1.93,25.99,36.14,73.17,6.46,5.82,0.87,0.84,0.87,32.88,
Wuzhou,111.28,23.47,2009,8,2009-08,28.37,35.01,20.22,7.54,24.96,28.3,98.95,2.43,10.16,54.4,3.63,82.59,20.14,5.61,19.2,36.99,9.0,1.16,0.03,2.0,24.32,36.18,61.36,6.77,5.3,0.81,0.79,0.84,33.51,
Wuzhou,111.28,23.47,2009,9,2009-09,27.45,34.12,18.27,8.24,23.71,27.48,99.24,3.01,11.51,52.9,4.49,80.98,18.67,4.09,16.08,36.73,7.46,0.95,0.03,1.54,21.71,35.71,54.44,6.72,5.06,0.73,0.72,0.76,30.89,
Wuzhou,111.28,23.47,2009,10,2009-10,24.33,33.1,16.34,12.11,17.21,24.67,99.74,2.81,6.17,34.7,4.35,67.33,12.45,0.52,14.85,34.34,6.66,0.81,0.02,1.23,18.02,33.14,42.13,2.17,2.74,0.6,0.6,0.58,24.58,
Wuzhou,111.28,23.47,2009,11,2009-11,16.37,33.43,1.51,13.03,8.53,16.66,100.32,3.79,11.37,27.0,5.29,63.12,7.71,2.56,12.42,30.15,5.5,0.67,0.02,0.97,16.1,28.41,45.46,0.61,1.68,0.59,0.59,0.57,,
Wuzhou,111.28,23.47,2009,12,2009-12,13.7,26.35,1.09,11.76,8.23,14.07,100.41,3.15,10.04,43.6,4.64,72.09,7.18,1.45,8.1,30.49,3.56,0.44,0.01,0.56,13.29,27.41,72.8,0.28,1.13,0.59,0.59,0.58,,
Wuzhou,111.28,23.47,2010,1,2010-01,13.14,26.84,0.59,10.56,9.88,13.36,100.48,3.22,8.15,50.6,4.6,81.89,8.06,4.16,6.47,31.21,2.99,0.4,0.01,0.58,14.9,27.69,84.92,0.98,1.69,0.69,0.67,0.72,,
Wuzhou,111.28,23.47,2010,2,2010-02,16.36,32.19,2.63,10.84,12.49,16.81,100.0,3.85,11.07,104.8,5.39,79.2,10.01,1.29,9.0,32.4,4.1,0.53,0.01,0.81,17.66,29.36,77.66,1.69,2.43,0.7,0.68,0.72,,
Wuzhou,111.28,23.47,2010,3,2010-03,19.27,32.51,3.36,11.96,13.32,19.99,100.03,4.05,10.63,104.8,5.65,71.19,10.43,0.68,11.13,33.24,4.91,0.58,0.01,0.88,18.33,30.57,75.56,0.68,1.88,0.62,0.61,0.6,,
Wuzhou,111.28,23.47,2010,4,2010-04,20.87,34.06,9.07,10.0,17.14,21.41,99.79,3.9,8.95,104.4,5.44,80.44,12.68,6.95,9.12,35.08,4.36,0.57,0.02,0.92,22.09,32.46,91.95,1.61,2.73,0.68,0.67,0.71,21.11,
Wuzhou,111.28,23.47,2010,5,2010-05,25.46,32.17,16.36,8.36,22.6,25.62,99.17,3.14,7.51,155.7,4.68,85.05,17.57,9.32,13.49,36.55,6.36,0.84,0.02,1.33,24.43,34.92,84.52,3.74,4.45,0.81,0.79,0.84,26.28,
